Year,Facility Type,Waste disposal facilities,Input from waste disposal facilities (1000t),Waste produced on-site (1000t),Waste supplied from home (1000t),Waste supplied from abroad (1000t),Waste disposal facilities with output,Output from waste disposal facilities (1000t),Waste for disposal (1000t),Waste for recycling (1000t),Waste all procedures to be prepared (1000t),Handover to others (1000t)
2018,Other power plants,40.0,3260.6,444.4,2735.7,80.5,,745.4,377.0,317.2,,51.3
2018,Heating plants,265.0,1342.0,730.5,598.0,13.5,,145.7,24.7,120.5,,0.5
2018,Equipment for other production purposes,62.0,4850.6,243.8,4385.0,221.8,,88.3,32.5,16.4,,39.5
2018,Chemical-physical treatment plants,395.0,6404.1,1675.9,4254.1,474.2,,3245.1,702.1,1651.8,,891.2
2018,"Regeneration of acids and bases, solvents",39.0,388.9,225.8,149.6,13.6,,79.8,27.3,40.8,,11.7
2018,"Recovery of metals, solvents, etc.",67.0,591.6,216.9,304.8,69.8,,353.2,10.5,120.6,,222.1
2018,Volume reduction and water separation,92.0,1167.4,442.6,721.0,3.8,,606.0,173.6,427.0,,5.4
2018,Other facilities,197.0,4256.2,790.5,3078.7,387.0,,2206.1,490.7,1063.4,,652.0
2018,Soil treatment plants,113.0,3875.2,155.2,3687.5,32.5,,3839.3,653.2,2693.5,,492.6
2018,Biological treatment plants,1209.0,15060.8,2087.1,12912.1,61.7,,10505.9,157.5,2213.1,,8135.4
2018,Biowaste composting plants (probably biowaste),213.0,3297.0,120.1,3176.5,0.4,,1895.6,53.5,371.6,,1470.5
2018,Green waste composting plants (mainly green waste),615.0,3801.0,103.2,3693.4,4.4,,2709.2,39.1,485.3,,2184.7
2018,Combined composting and fermentation plants,51.0,1591.9,16.3,1570.3,5.3,,1012.6,36.9,198.9,,776.8
2018,Sewage sludge composting plants,70.0,614.5,1.8,612.7,,,412.4,2.0,40.9,,369.5
2018,Other biological treatment facilities,23.0,1094.7,718.4,376.0,0.2,,895.3,0.1,804.8,,90.3
2018,Biogas and fermentation plants,237.0,4661.7,1127.2,3483.2,51.3,,3580.9,25.8,311.5,,3243.6
2018,Mechanical-biological waste treatment plants,53.0,3770.8,37.4,3707.8,25.6,,3195.8,694.2,2418.4,,83.3
2018,Dismantling companies for end-of-life vehicles,1240.0,608.9,,604.0,4.9,,565.8,1.0,542.7,,22.2
2018,Shredder systems and scrap shears,739.0,15717.5,484.5,14586.7,646.2,,15626.9,202.1,9289.3,,6135.5
2018,Sorting systems,1039.0,25262.9,379.1,24146.5,737.2,,24761.9,1335.3,16447.9,,6978.7
2018,Disassembly facilities,336.0,1063.7,10.2,975.8,77.7,,1022.9,10.0,966.4,,46.5
2018,Other treatment plants,1027.0,29115.6,3075.2,23960.3,2080.1,,24820.4,3077.5,13991.3,,7751.5
2018,Other treatment plants,846.0,27808.0,3016.0,22883.9,1908.1,,24428.5,3077.3,13971.7,,7379.5
2018,Plants for recycling waste oil,7.0,517.7,,378.4,139.3,,391.9,0.2,19.6,,372.0
2018,Sewage sludge digester with CO fermentation,174.0,789.9,59.2,698.0,32.7,,,,,,
2018,Natural materials in mining,17.0,26621.9,26621.9,,,,,,,,
2018,Waste in underground mining sites,23.0,3011.8,191.7,2590.5,229.6,,,,,,
2018,Waste in surface mining sites,2877.0,99385.2,3279.9,95551.6,553.7,,,,,,
2019,landfills,1027.0,43751.9,8490.3,34766.3,495.4,,1179.9,667.8,393.7,,118.4
2019,Class 0 landfills,728.0,18033.4,1903.3,16130.1,,,93.1,,45.0,,48.1
2019,Class I landfills,121.0,15107.7,5561.1,9369.4,177.3,,488.2,172.3,280.8,,35.0
2019,Class II landfills,148.0,7601.6,623.5,6784.7,193.4,,496.0,395.7,65.0,,35.3
2019,Class III landfills,26.0,2888.7,402.2,2412.0,74.5,,102.7,99.8,2.8,,
2019,Class IV landfills,4.0,120.5,0.3,70.1,50.1,,,,,,
2019,Long-term storage,,,,,,,,,,,
2019,Thermal waste treatment plants,156.0,25023.4,1538.5,22265.9,1218.9,,6865.8,446.5,6222.1,,197.2
2019,Waste incineration plants,84.0,21460.3,163.1,20255.4,1041.8,,6285.5,150.0,5940.1,,195.4
2019,Sewage sludge incineration plants,22.0,2159.8,1038.7,1081.5,39.6,,267.1,73.8,192.7,,0.6
2019,Hazardous waste incineration plants,29.0,1333.1,331.9,867.2,133.9,,292.2,215.7,76.6,,
2019,Other systems for thermal waste treatment,21.0,70.2,4.8,61.8,3.6,,21.0,7.1,12.7,,1.2
2019,combustion plants,488.0,21750.1,2891.6,17663.8,1194.7,,2959.5,919.8,1849.5,,190.2
2019,Power plants/thermal power plants,,,,,,,,,,,
2019,Other combustion systems,,,,,,,,,,,
2019,Alternative fuel power plants,34.0,4685.0,256.9,4222.6,205.5,,1298.4,258.3,1012.7,,27.4
2019,Biomass power plants,103.0,7724.9,1387.4,5652.4,685.1,,746.0,177.7,472.9,,95.5
2019,Other power plants,38.0,3010.5,400.3,2547.2,62.9,,678.2,428.4,219.0,,30.8
2019,Heating plants,257.0,1313.6,692.3,601.8,19.5,,148.9,23.5,125.0,,0.4
2019,Equipment for other production purposes,56.0,5016.2,154.7,4639.8,221.6,,88.0,32.0,19.9,,36.1
2019,Chemical-physical treatment plants,386.0,7082.6,2295.3,4317.6,469.8,,3509.0,918.7,1622.7,,967.6
2019,"Regeneration of acids and bases, solvents",37.0,345.8,194.6,139.1,12.1,,73.7,23.8,39.3,,10.6
2019,"Recovery of metals, solvents, etc.",65.0,573.4,161.0,347.1,65.3,,432.0,7.8,129.9,,294.4
2019,Volume reduction and water separation,89.0,1971.8,1233.1,734.7,4.0,,614.1,298.0,316.0,,0.1
2019,Other facilities,195.0,4191.6,706.6,3096.6,388.4,,2389.2,589.2,1137.5,,662.5
2019,Soil treatment plants,109.0,3993.4,27.1,3940.0,26.3,,3868.6,813.1,2646.8,,408.6
2019,Biological treatment plants,1200.0,15263.3,2002.8,13217.4,43.1,,10448.2,155.3,2090.0,,8202.9
2019,Biowaste composting plants (probably biowaste),212.0,3318.4,134.2,3183.9,0.3,,1843.5,58.3,289.7,,1495.6
2019,Green waste composting plants (mainly green waste),602.0,3864.1,70.8,3790.1,3.2,,2816.8,20.9,426.1,,2369.8
2019,Combined composting and fermentation plants,57.0,1845.8,82.8,1758.1,4.9,,1096.7,43.3,227.4,,826.0
2019,Sewage sludge composting plants,73.0,604.4,4.1,600.4,,,379.2,0.9,31.8,,346.5
2019,Other biological treatment facilities,22.0,1062.5,687.6,372.8,2.2,,867.2,0.1,777.8,,89.3
2019,Biogas and fermentation plants,234.0,4568.1,1023.4,3512.2,32.6,,3444.7,31.8,337.2,,3075.7
2019,Mechanical-biological waste treatment plants,52.0,3744.4,21.1,3691.5,31.9,,3252.9,690.3,2450.6,,111.9
2019,Dismantling companies for end-of-life vehicles,1200.0,514.4,,510.7,3.7,,483.3,0.4,463.5,,19.4
2019,Shredder systems and scrap shears,728.0,15884.4,530.4,14846.7,507.2,,15857.6,236.7,9812.2,,5808.8
2019,Sorting systems,987.0,25120.7,219.6,24067.9,833.2,,24803.2,974.1,16730.8,,7098.3
2019,Disassembly facilities,320.0,1041.0,10.6,956.1,74.2,,985.2,23.5,869.5,,92.3
2019,Other treatment plants,1008.0,29198.0,2961.7,24202.1,2034.2,,25822.4,3118.9,14988.8,,7714.7
2019,Other treatment plants,833.0,27961.9,2905.4,23156.8,1899.8,,25428.9,3114.3,14972.6,,7342.0
2019,Plants for recycling waste oil,7.0,509.6,,387.6,122.1,,393.5,4.6,16.1,,372.7
2019,Sewage sludge digester with CO fermentation,168.0,726.4,56.4,657.7,12.3,,,,,,
2019,Natural materials in mining,16.0,26249.8,26249.8,,,,,,,,
2019,Waste in underground mining sites,22.0,2902.6,170.7,2485.1,246.7,,,,,,
2019,Waste in surface mining sites,2781.0,101383.4,2851.5,97812.9,718.9,,,,,,
2020,landfills,1005.0,41434.4,6869.4,34185.2,379.8,,1432.0,1083.9,256.8,36.6,54.6
2020,Class 0 landfills,707.0,17585.3,1767.1,15817.6,0.6,,3.1,0.1,1.1,0.0,1.9
2020,Class I landfills,123.0,14383.4,4462.9,9708.0,212.6,,477.9,195.4,218.8,12.2,51.6
2020,Class II landfills,148.0,6866.1,447.4,6335.7,83.0,,816.3,753.9,36.8,24.5,1.1
2020,Class III landfills,23.0,2463.1,173.9,2241.6,47.5,,134.7,134.6,0.0,,
2020,Class IV landfills,4.0,136.6,18.0,82.4,36.1,,,,,,
2020,Long-term storage,,,,,,,,,,,
2020,Thermal waste treatment plants,154.0,25275.2,1540.9,22646.1,1088.2,,7099.5,532.6,5570.7,963.3,32.9
2020,Waste incineration plants,84.0,21734.5,122.9,20772.2,839.4,,6523.3,179.3,5381.3,952.7,9.9
2020,Sewage sludge incineration plants,22.0,2154.8,1079.7,1039.1,36.0,,282.5,130.4,132.7,5.7,13.6
2020,Hazardous waste incineration plants,29.0,1334.6,333.3,788.9,212.4,,273.9,214.0,55.0,4.9,
2020,Other systems for thermal waste treatment,19.0,51.2,5.1,45.8,0.3,,19.8,8.9,1.6,,9.3
2020,combustion plants,483.0,21847.4,3325.2,17430.8,1091.4,,2965.9,810.6,1906.3,97.0,152.1
2020,Power plants/thermal power plants,,,,,,,,,,,
2020,Other combustion systems,,,,,,,,,,,
2020,Alternative fuel power plants,35.0,4933.5,378.2,4462.8,92.5,,1372.7,241.0,1063.8,68.0,
2020,Biomass power plants,102.0,7557.8,1438.7,5395.8,723.4,,739.8,173.8,471.0,18.9,76.1
2020,Other power plants,38.0,3100.7,581.7,2457.2,61.9,,636.1,369.6,184.6,6.5,75.4
2020,Heating plants,253.0,1321.8,716.3,591.1,14.5,,150.5,13.8,132.6,3.6,0.5
2020,Equipment for other production purposes,55.0,4933.5,210.4,4523.9,199.2,,66.9,12.3,54.4,,0.1
2020,Chemical-physical treatment plants,380.0,7243.0,2515.4,4289.9,437.7,,3394.8,821.6,1588.7,139.4,845.2
2020,"Regeneration of acids and bases, solvents",35.0,291.4,152.0,128.2,11.2,,85.4,23.1,35.8,2.9,23.7
2020,"Recovery of metals, solvents, etc.",61.0,473.1,157.0,268.8,47.3,,363.4,7.6,70.2,1.1,284.5
2020,Volume reduction and water separation,90.0,2314.1,1511.9,796.3,6.0,,578.2,299.0,256.9,20.9,1.4
2020,Other facilities,194.0,4164.4,694.6,3096.6,373.2,,2367.8,491.8,1225.9,114.4,535.7
2020,Soil treatment plants,106.0,3775.3,13.1,3747.8,14.4,,3811.6,771.2,2725.4,68.2,246.9
2020,Biological treatment plants,1192.0,15370.3,1855.4,13443.7,71.2,,10995.4,262.1,2087.9,120.6,8524.8
2020,Biowaste composting plants (probably biowaste),218.0,3411.1,170.2,3240.4,0.6,,2001.7,130.2,246.6,43.6,1581.3
2020,Green waste composting plants (mainly green waste),599.0,3997.8,111.9,3884.3,1.6,,2977.5,27.6,535.4,13.5,2401.0
2020,Combined composting and fermentation plants,58.0,2142.3,2.4,2132.5,7.4,,1339.2,68.7,180.5,23.4,1066.6
2020,Sewage sludge composting plants,69.0,562.2,1.7,560.5,,,405.5,0.0,90.8,,314.7
2020,Other biological treatment facilities,21.0,1162.4,747.7,414.7,0.1,,976.9,6.2,809.7,0.9,160.1
2020,Biogas and fermentation plants,227.0,4094.5,821.5,3211.4,61.6,,3294.6,29.4,224.9,39.3,3001.1
2020,Mechanical-biological waste treatment plants,49.0,3679.5,25.7,3609.6,44.2,,3234.8,723.7,2367.9,108.0,35.3
2020,Dismantling companies for end-of-life vehicles,1167.0,464.3,,459.9,4.3,,466.7,0.5,267.6,183.2,15.4
2020,Shredder systems and scrap shears,739.0,15859.5,548.3,14801.3,510.0,,15879.1,270.6,9890.3,589.5,5128.6
2020,Sorting systems,970.0,24556.5,363.5,23408.6,784.4,,24286.4,1025.6,17495.5,1154.7,4610.6
2020,Disassembly facilities,312.0,1038.4,35.5,940.7,62.2,,1006.8,16.2,788.9,146.7,55.0
2020,Other treatment plants,1009.0,29129.5,2886.8,24043.6,2199.1,,25103.7,2941.3,15212.2,712.6,6237.6
2020,Other treatment plants,834.0,27965.9,2828.1,23054.7,2083.1,,24743.3,2939.2,15200.3,711.2,5892.7
2020,Plants for recycling waste oil,7.0,490.8,,380.0,110.8,,360.4,2.1,12.0,1.3,345.0
2020,Sewage sludge digester with CO fermentation,168.0,672.8,58.7,608.9,5.2,,,,,,
2020,Natural materials in mining,14.0,27110.3,27110.3,,,,,,,,
2020,Waste in underground mining sites,21.0,3017.4,220.1,2569.9,227.4,,,,,,
2020,Waste in surface mining sites,2703.0,96613.6,2232.2,93782.3,599.1,,,,,,
2021,landfills,999.0,39756.4,7406.0,31796.6,553.8,,1717.7,1299.1,298.5,70.8,49.3
2021,Class 0 landfills,702.0,15594.0,1792.5,13801.5,0.0,,277.4,226.4,50.8,0.2,
2021,Class I landfills,124.0,15131.2,5021.6,9719.2,390.4,,516.5,233.4,189.7,44.6,48.9
2021,Class II landfills,147.0,6561.8,399.5,6098.0,64.4,,799.3,716.9,55.9,26.1,0.4
2021,Class III landfills,22.0,2342.3,178.1,2100.8,63.4,,124.5,122.4,2.1,,
2021,Class IV landfills,4.0,127.1,14.4,77.1,35.6,,,,,,
2021,Long-term storage,,,,,,,,,,,
2021,Thermal waste treatment plants,155.0,25493.6,1583.0,22974.0,936.5,,7272.3,609.0,5725.5,882.1,55.7
2021,Waste incineration plants,85.0,21994.5,115.3,21121.2,758.1,,6663.8,298.8,5504.0,850.4,10.7
2021,Sewage sludge incineration plants,22.0,2104.5,1085.9,977.2,41.4,,293.4,62.3,190.6,25.6,14.9
2021,Hazardous waste incineration plants,29.0,1282.8,377.1,773.9,131.8,,255.0,218.4,29.1,6.1,1.4
2021,Other systems for thermal waste treatment,19.0,111.7,4.6,101.8,5.3,,60.2,29.6,1.8,0.0,28.7
2021,combustion plants,481.0,22088.9,3091.8,17874.8,1122.4,,3471.4,857.7,1907.6,99.9,606.1
2021,Power plants/thermal power plants,,,,,,,,,,,
2021,Other combustion systems,,,,,,,,,,,
2021,Alternative fuel power plants,35.0,5019.0,381.5,4519.6,118.0,,1408.9,279.3,1060.5,61.8,7.4
2021,Biomass power plants,102.0,7472.0,1398.8,5370.9,702.3,,763.1,191.9,463.5,34.1,73.5
2021,Other power plants,35.0,2974.6,376.4,2555.2,43.0,,633.5,359.7,201.2,0.5,72.1
2021,Heating plants,253.0,1430.2,709.9,703.1,17.3,,163.4,14.7,145.2,3.4,0.1
2021,Equipment for other production purposes,56.0,5193.0,225.2,4726.0,241.8,,502.5,12.1,37.4,,453.0
2021,Chemical-physical treatment plants,390.0,7711.6,2558.2,4709.5,444.0,,3685.5,878.6,1807.9,99.0,900.1
2021,"Regeneration of acids and bases, solvents",34.0,318.4,166.1,139.2,13.2,,112.6,22.0,41.8,0.7,48.1
2021,"Recovery of metals, solvents, etc.",63.0,541.2,191.7,294.9,54.5,,389.8,9.4,88.6,3.9,287.9
2021,Volume reduction and water separation,89.0,2300.0,1464.4,831.9,3.7,,670.9,357.3,276.1,35.9,1.6
2021,Other facilities,204.0,4552.0,736.0,3443.5,372.5,,2512.2,489.8,1401.4,58.5,562.5
2021,Soil treatment plants,103.0,3897.5,28.9,3861.1,7.6,,3789.8,847.2,2545.8,95.8,301.0
2021,Biological treatment plants,1190.0,16132.0,2239.2,13829.5,63.2,,10976.4,238.8,1954.9,184.0,8598.7
2021,Biowaste composting plants (probably biowaste),211.0,3332.8,152.6,3179.8,0.4,,1792.3,114.7,244.6,53.5,1379.5
2021,Green waste composting plants (mainly green waste),609.0,4181.3,98.9,4078.7,3.6,,2964.4,20.1,476.2,65.3,2402.8
2021,Combined composting and fermentation plants,59.0,2417.9,1.4,2407.7,8.8,,1532.1,66.2,206.1,44.0,1215.8
2021,Sewage sludge composting plants,65.0,494.9,5.2,489.7,,,326.8,6.2,33.4,,287.3
2021,Other biological treatment facilities,20.0,1012.0,592.3,419.7,0.1,,838.4,6.5,673.1,6.7,152.1
2021,Biogas and fermentation plants,226.0,4693.0,1388.9,3253.8,50.3,,3522.4,25.2,321.5,14.4,3161.3
2021,Mechanical-biological waste treatment plants,50.0,3591.2,26.9,3531.2,33.1,,3106.2,649.5,2286.7,140.8,29.2
2021,Dismantling companies for end-of-life vehicles,1125.0,452.7,,448.8,3.9,,487.7,0.5,282.6,193.1,11.5
2021,Shredder systems and scrap shears,758.0,16303.5,646.7,14983.1,673.7,,16585.7,243.3,10511.5,537.3,5293.5
2021,Sorting systems,957.0,24973.6,476.0,23668.8,828.8,,24519.4,1253.8,17764.3,1106.0,4395.3
2021,Disassembly facilities,306.0,987.6,13.7,912.0,61.9,,965.2,11.3,719.5,165.8,68.5
2021,Other treatment plants,1017.0,29236.2,3103.1,24067.0,2066.1,,25316.2,3375.1,14720.1,682.7,6538.3
2021,Other treatment plants,846.0,28067.8,3037.3,23093.1,1937.3,,24936.1,3372.3,14709.9,681.4,6172.5
2021,Plants for recycling waste oil,7.0,496.9,0.0,374.7,122.2,,380.2,2.8,10.2,1.3,365.8
2021,Sewage sludge digester with CO fermentation,164.0,671.4,65.7,599.2,6.6,,,,,,
2021,Natural materials in mining,14.0,27728.2,27728.2,,,,,,,,
2021,Waste in underground mining sites,20.0,3173.8,214.2,2728.5,231.1,,,,,,
2021,Waste in surface mining sites,2663.0,93675.9,1737.0,91187.6,751.2,,,,,,
