Year,EAV Code,Waste Type,Waste disposal facilities,Input from waste disposal facilities (1000t),Waste generated in-house (1000t),Waste delivered from within the country (1000t),Waste delivered from abroad (1000t)
2019,EAV-160103-U,scrap tires,206.0,684.9,0.2,615.9,68.8
2019,EAV-160104-G,end-of-life vehicles,1102.0,505.5,0.0,501.8,3.7
2019,EAV-160106-U,End-of-life vehicles without dangerous components,73.0,342.2,16.3,317.8,8.1
2019,EAV-160107-G,Old vehicles: oil filter,25.0,5.1,0.0,5.0,0.0
2019,EAV-160108-G,End-of-life vehicles: components containing mercury,,,,,
2019,EAV-160109-G,End-of-life vehicles: components containing PCBs,,,,,
2019,EAV-160110-G,End-of-life vehicles: Explosive components (e.g. from airbags),5.0,3.5,,3.4,0.1
2019,EAV-160111-G,Old vehicles: brake pads containing asbestos,3.0,0.0,,0.0,0.0
2019,EAV-160112-U,Brake pads (without 160111),4.0,3.7,,3.7,0.0
2019,EAV-160113-G,End-of-life vehicles: brake fluids,37.0,10.6,,9.1,1.5
2019,EAV-160114-G,End-of-life vehicles: antifreeze m.dangerous. fabrics,41.0,17.1,0.0,14.7,2.4
2019,EAV-160115-U,Antifreeze (without 160114),13.0,1.0,,1.0,
2019,EAV-160116-U,End-of-life vehicles: LPG tanks,,,,,
2019,EAV-160117-U,End-of-life vehicles: ferrous metals,84.0,276.4,0.9,259.3,16.3
2019,EAV-160118-U,End-of-life vehicles: non-ferrous metals,79.0,95.9,0.1,87.7,8.1
2019,EAV-160119-U,End-of-life vehicles: plastics,70.0,13.7,0.2,11.4,2.1
2019,EAV-160120-U,End-of-life vehicles: glass,36.0,59.6,,43.8,15.8
2019,EAV-16012100-G,"dangerous Components (oh.160107-160111,160113-160114)",14.0,2.3,0.0,2.2,0.0
2019,EAV-16012101-G,"dangerous metal components (oh.160107-11,160113-14)",3.0,1.1,0.2,0.9,
2019,EAV-16012102-G,"dangerous n.metal.components(oh.160107-11,160113-14)",,,,,
2019,EAV-16012200-U,Components cannot be differentiated,12.0,2.6,,1.9,0.8
2019,EAV-16012201-U,Metallic components,,,,,
2019,EAV-16012202-U,Non-metallic components,,,,,
2019,EAV-16012203-U,Vehicle electrical and electronic components,,,,,
2019,EAV-160199-U,End-of-life vehicles: waste n.e.c.,5.0,0.0,,0.0,
2019,EAV-160209-G,transformers and Capacitors containing PCB.,40.0,1.1,0.0,0.9,0.2
2019,EAV-160210-G,Used devices containing PCB (oh.160209),5.0,0.6,,0.6,
2019,EAV-160211-G,Used equipment,53.0,23.6,0.0,23.5,0.1
2019,EAV-160212-G,Used equipment that contains free asbestos,29.0,8.2,,8.2,
2019,EAV-160213-G,Used devices with dangerous components (oh.160209-12),178.0,120.1,0.3,108.0,11.8
2019,EAV-160214-U,Used devices (without 160209 to 160213),239.0,308.8,87.8,202.9,18.2
2019,EAV-16021500-G,Hazardous components removed from used equipment,43.0,9.2,0.0,8.9,0.3
2019,EAV-16021501-G,Waste containing mercury,,,,,
2019,EAV-16021502-G,Circuit boards,,,,,
2019,EAV-16021503-G,Toner cartridges,,,,,
2019,EAV-16021504-G,Plastics with brominated flame retardants,,,,,
2019,EAV-16021505-G,Components containing asbestos,,,,,
2019,EAV-16021506-G,cathode ray tubes,,,,,
2019,EAV-16021507-G,Gas loading lamps,,,,,
2019,EAV-16021508-G,liquid crystal displays,,,,,
2019,EAV-16021509-G,External electrical lines,,,,,
2019,EAV-16021510-G,Components that contain fireproof ceramic fibers,,,,,
2019,EAV-16021511-G,Electrolyte capacitors,,,,,
2019,EAV-16021512-G,Photoconductor drums containing cadmium or selenium,,,,,
2019,EAV-16021600-U,Remove from used devices. Components (oh.160215),150.0,103.7,0.0,67.2,36.5
2019,EAV-16021601-U,External electrical lines (including cables),6.0,0.3,,0.2,0.1
2019,EAV-160303-G,Bad batches: Inorganic waste with hazardous substances,45.0,7.4,0.1,6.6,0.7
2019,EAV-160304-U,Inorganic waste (excluding 160303),64.0,15.9,0.0,14.3,1.6
2019,EAV-160305-G,Bad batches: Organic waste is hazardous. fabrics,34.0,16.0,1.6,11.6,2.9
2019,EAV-160306-U,Organic waste (without 160305),60.0,14.5,0.4,14.1,0.0
2019,EAV-160307-G,Metallic mercury,,,,,
2019,EAV-160401-G,Ammunition waste,5.0,0.7,0.2,0.5,
2019,EAV-160402-G,Fireworks waste,,,,,
2019,EAV-160403-G,Other explosive waste,8.0,1.2,0.1,0.4,0.7
2019,EAV-160504-G,Gases containing dangerous substances in pressure vessels.,45.0,7.1,0.0,6.0,1.1
2019,EAV-160505-U,Gases in pressure vessels (without 160504),6.0,3.2,,3.1,0.1
2019,EAV-160506-G,Laboratory chemicals from hazardous substances,39.0,6.6,0.9,3.5,2.2
2019,EAV-160507-G,Used inorganic chemicals,61.0,4.9,0.1,4.1,0.7
2019,EAV-160508-G,Used organic chemicals,50.0,6.3,0.7,4.9,0.7
2019,EAV-160509-U,Used chemicals (excluding 160506-160508),29.0,5.7,0.2,2.9,2.7
2019,EAV-160601-G,lead-acid batteries,107.0,280.1,0.0,228.2,51.9
2019,EAV-160602-G,Ni~Cd-Battery Garden,16.0,2.2,,1.2,1.0
2019,EAV-160603-G,Batteries containing mercury,6.0,0.3,0.0,0.3,0.1
2019,EAV-160604-U,Alkaline batteries (except 160603),15.0,6.4,2.3,2.5,1.7
2019,EAV-160605-U,Other batteries and accumulators,34.0,11.3,0.1,7.5,3.8
2019,EAV-160606-G,"Separately collected electrolytes a. Batteries, rechargeable battery.",13.0,5.1,,5.1,
2019,EAV-160708-G,"Tanks, barrels: waste containing oil",118.0,89.3,3.9,85.5,
2019,EAV-160709-G,"Tanks, barrels: waste with other hazardous St.",65.0,33.9,9.3,24.6,0.0
2019,EAV-160799-U,"Tanks, barrels: waste n.o.s.",15.0,5.2,3.4,1.8,
2019,EAV-160801-U,Used catalytic converters (without 160807),27.0,9.6,0.0,2.6,6.9
2019,EAV-160802-G,Used catalyst. with.dangerous.transition metals,30.0,22.1,0.7,9.8,11.7
2019,EAV-160803-U,Used catalysts with transition metals,24.0,6.6,0.0,1.5,5.0
2019,EAV-160804-U,Used catalysts v. Cracking process (oh. 160807),6.0,16.6,,3.1,13.5
2019,EAV-160805-G,Used catalysts with phosphoric acid,,,,,
2019,EAV-160806-G,Used fluids (catalysts),7.0,0.2,0.0,0.2,
2019,EAV-160807-G,Used catalytic converters containing dangerous substances,49.0,11.3,0.6,6.6,4.1
2019,EAV-160901-G,"Permanganate, z.B. Potassium permanganate",,,,,
2019,EAV-160902-G,"Chromates (potassium chromate, potassium or sodium dichromate)",,,,,
2019,EAV-160903-G,"Peroxides, e.g. hydrogen peroxide",11.0,0.1,0.0,0.1,0.0
2019,EAV-160904-G,Oxidizing substances n.e.c.,9.0,0.2,,0.1,0.1
2019,EAV-161001-G,Aqueous liquid waste containing hazardous substances,81.0,144.8,1.4,133.8,9.6
2019,EAV-161002-U,Aqueous liquid waste (excluding 161001),93.0,185.2,0.0,185.2,0.0
2019,EAV-161003-G,Aqueous concentrates with dangerous substances,21.0,7.6,0.0,7.3,0.3
2019,EAV-161004-U,Aqueous concentrates (without 161003),13.0,2.7,0.0,2.7,
2019,EAV-161101-G,Refractory materials from metallurgy. processes,14.0,12.8,,11.0,1.7
2019,EAV-161102-U,Fireproof material made of metallurgical material. Proc. (oh.161101),20.0,2.0,,1.3,0.7
2019,EAV-161103-G,Other linings and fireproof materials,38.0,51.5,,51.4,0.1
2019,EAV-161104-U,Fireproof material made of metallurgical material. percent (oh.161103),147.0,488.6,103.5,373.5,11.6
2019,EAV-161105-G,Non-metallurgical refractory materials. percent,47.0,20.1,2.1,17.5,0.5
2019,EAV-161106-U,Fireproof material a. non-metallurgical process (oh.161105),95.0,43.6,4.0,35.1,4.5
2019,EAV-170101-U,Concrete,2581.0,24514.9,72.9,24440.0,2.0
2019,EAV-170102-U,brick,1291.0,5083.8,10.9,5072.9,0.0
2019,EAV-170103-U,Tiles and ceramics,533.0,759.8,7.9,751.8,0.0
2019,EAV-170106-G,"Mixtures of o. separate fractions v. concrete, etc.",194.0,965.2,12.0,937.7,15.4
2019,EAV-170107-U,"Mixtures of concrete, bricks, etc. (oh.170106)",2620.0,29885.4,297.5,29587.8,0.2
2019,EAV-170201-U,Holz,655.0,3034.9,9.1,3004.7,21.1
2019,EAV-170202-U,Glas,278.0,321.6,0.1,289.9,31.6
2019,EAV-170203-U,plastic,272.0,117.7,0.5,113.6,3.7
2019,EAV-170204-G,"Glass, plastic and wood containing dangerous substances",298.0,999.7,4.0,906.0,89.7
2019,EAV-170301-G,Bitumen mixtures containing coal tar,353.0,3899.1,3.0,3838.5,57.6
2019,EAV-170302-U,Bitumen mixtures (without 170301),1759.0,14263.6,31.2,14232.1,0.3
2019,EAV-170303-G,Coal tar and tarry products,137.0,136.7,0.1,135.0,1.7
2019,EAV-170401-U,"copper, bronze, brass",165.0,125.4,2.2,92.2,31.0
2019,EAV-170402-U,Aluminium,219.0,260.9,6.7,191.1,63.1
2019,EAV-170403-U,Nappy,104.0,17.8,0.1,15.6,2.0
2019,EAV-170404-U,Zink,116.0,22.2,0.5,14.4,7.2
2019,EAV-170405-U,iron and Steel,485.0,6314.2,69.0,6044.1,201.1
2019,EAV-170406-U,Zinn,37.0,0.4,0.0,0.3,0.1
2019,EAV-170407-U,Mixed metals,249.0,221.1,0.5,208.0,12.6
2019,EAV-170409-G,Metal waste with hazardous substances,43.0,4.7,0.1,4.0,0.5
2019,EAV-170410-G,"Cables hazardous to oil, coal tar, etc. Substances included",32.0,3.6,0.0,2.2,1.4
2019,EAV-170411-U,Cable (without 170410),198.0,179.8,2.3,139.8,37.7
2019,EAV-170503-G,Soil and stones containing dangerous substances,283.0,2269.7,135.8,2012.4,121.4
2019,EAV-170504-U,Soil and stones (without 170503),3977.0,126746.4,2591.0,123437.8,717.6
2019,EAV-170505-G,Dredged material containing dangerous substances,24.0,12.2,0.0,9.9,2.3
2019,EAV-170506-U,Dredged material (without 170505),114.0,3605.8,1615.2,1990.5,
2019,EAV-170507-G,Track ballast containing dangerous substances,44.0,267.4,5.4,137.0,125.0
2019,EAV-170508-U,track ballast (without 170507),195.0,2170.1,3.8,2166.3,
2019,EAV-170601-G,Insulating material that contains asbestos,48.0,12.6,0.5,8.8,3.2
2019,EAV-170603-G,Other insulation material,291.0,210.8,1.6,187.2,22.0
2019,EAV-170604-U,Insulation material (without 170601 and 170603),275.0,66.5,26.0,40.4,0.0
2019,EAV-170605-G,Building materials containing asbestos,295.0,610.7,2.7,579.1,28.9
2019,EAV-170801-G,Contaminated gypsum-based building materials,9.0,0.3,0.0,0.3,
2019,EAV-170802-U,Gypsum-based building materials (without 170801),413.0,697.4,79.4,587.9,30.1
2019,EAV-170901-G,Construction and demolition waste containing mercury,4.0,5.2,,4.8,0.4
2019,EAV-170902-G,Construction and demolition waste containing PCBs,30.0,10.6,0.1,10.3,0.3
2019,EAV-170903-G,Other construction and demolition waste,94.0,54.0,0.0,53.4,0.6
2019,EAV-170904-U,Mixed construction and demolition waste (oh.170901-170903),863.0,3551.2,8.0,3541.8,1.3
2019,EAV-180101-U,Pointed or sharp objects (except 180103),25.0,0.8,,0.8,
2019,EAV-180102-U,"Body parts, organs, blood products (except 180103)",17.0,3.1,,3.1,
2019,EAV-180103-G,Waste (especially requirements from the point of view of preventing infection),20.0,9.6,0.0,8.9,0.7
2019,EAV-180104-U,"Wound and plaster bandages, laundry, disposable clothing, diapers",116.0,386.7,0.0,386.2,0.5
2019,EAV-180106-G,Chemicals consisting of dangerous substances,13.0,0.5,0.0,0.4,0.0
2019,EAV-180107-U,Chemicals (excluding 180106),13.0,0.9,0.0,0.9,
2019,EAV-180108-G,Cytotox. and cytostatic drugs for humans,24.0,2.5,,2.3,0.2
2019,EAV-180109-U,Medicines (without 180108),56.0,8.3,0.0,7.9,0.3
2019,EAV-180110-G,Dental amalgam waste,6.0,0.1,,0.1,0.1
2019,EAV-180201-U,Pointed or sharp objects (excluding 180202),,,,,
2019,EAV-180202-G,Waste (especially requirements from the point of view of preventing infection),16.0,0.7,,0.7,
2019,EAV-180203-U,Waste (without special requirement for an infection prevention view),24.0,1.8,0.0,1.7,
2019,EAV-180205-G,Chemicals consisting of dangerous substances,,,,,
2019,EAV-180206-U,Chemicals (excluding 180205),,,,,
2019,EAV-180207-G,Cytotoxic and. cytostatic drugs for.animals,,,,,
2019,EAV-180208-U,Medicines (without 180207),,,,,
2019,EAV-190102-U,"Combustion, pyrolysis: iron parts, rust and boiler ash",27.0,53.7,,53.6,0.0
2019,EAV-190105-G,"Combustion, pyrolysis: filter cake from exhaust gas treatment.",27.0,107.9,2.2,44.4,61.3
2019,EAV-190106-G,"Combustion, pyrolysis: Aqueous liquid waste from exhaust gas tank.",23.0,74.7,12.5,62.1,
2019,EAV-190107-G,"Combustion, pyrolysis: solid waste a. flue gas treatment",39.0,772.5,0.0,657.3,115.2
2019,EAV-190110-G,"Combustion, pyrolysis: used activated carbon a. Exhaust gas tank",13.0,11.4,0.5,10.3,0.6
2019,EAV-190111-G,"Combustion, pyrolysis: rust, boiler ash, slag",75.0,637.4,81.7,553.9,1.7
2019,EAV-190112-U,"Bottom ash, boiler ash and slag (oh.190111)",206.0,8349.9,247.9,7982.0,119.9
2019,EAV-190113-G,"Combustion.,Pyrolysis: Filter dust with haz. St.",47.0,740.2,0.0,588.6,151.6
2019,EAV-190114-U,Filter dust (without 190113),16.0,48.7,,10.2,38.5
2019,EAV-190115-G,"Combustion, pyrolysis: Boiler dust with hazardous fabrics",22.0,74.4,,64.5,10.0
2019,EAV-190116-U,Boiler dust (without 190115),12.0,35.8,,35.8,
2019,EAV-190117-G,Pyrolysis Wastes containing dangerous substances,7.0,3.7,0.0,0.3,3.4
2019,EAV-190118-U,Pyrolysis waste (excluding 190117),3.0,0.1,,0.1,
2019,EAV-190119-U,"Combustion, pyrolysis: sands from fluidized bed combustion",7.0,36.5,0.2,36.3,
2019,EAV-190199-U,"Incineration, pyrolysis of waste: waste n.e.c.",12.0,8.1,1.0,5.8,1.2
2019,EAV-190203-U,Premixed waste from non-hazardous waste,28.0,267.2,146.1,116.4,4.7
2019,EAV-190204-G,Premixed waste with at least one hazardous waste,68.0,994.0,179.9,744.7,69.3
2019,EAV-190205-G,Sludge from physical and chemical treatment,125.0,617.6,18.7,520.9,78.0
2019,EAV-190206-U,Sludge a. physical-chemical treatment (oh.190205),62.0,139.6,1.9,137.7,0.0
2019,EAV-190207-G,Oil and concentrates from separation processes,61.0,161.1,4.1,127.7,29.2
2019,EAV-190208-G,Liquid combustible waste with hazardous fabrics,34.0,96.0,9.8,83.1,3.1
2019,EAV-190209-G,Solid combustible waste containing hazardous substances,10.0,2.7,0.0,2.7,0.1
2019,EAV-190210-U,Combustible waste (excluding 190208 and 190209),6.0,82.3,,82.3,
2019,EAV-190211-G,Other wastes containing dangerous substances,26.0,13.1,,8.8,4.3
2019,EAV-19029900-U,Physics-chem. Treatment of waste: waste not otherwise specified,5.0,15.3,11.6,3.3,0.4
2019,EAV-19029950-U,Products resulting from waste treatment,,,,,
2019,EAV-190304-G,As dangerous. classified partially stabilized waste,13.0,151.7,0.7,101.7,49.3
2019,EAV-190305-U,Stabilized waste (without 190304),15.0,56.3,44.8,8.5,3.0
2019,EAV-190306-G,Solidified waste classified as hazardous,16.0,357.6,,355.1,2.4
2019,EAV-190307-U,Solidified waste (excluding 190306),29.0,326.1,0.9,325.1,
2019,EAV-190308-G,Partially stabilized mercury,,,,,
2019,EAV-190401-U,Vitrified waste,,,,,
2019,EAV-190402-G,Filter dust and other waste from exhaust gas treatment,,,,,
2019,EAV-190403-G,Non-vitrified solid phase,,,,,
2019,EAV-190404-U,Aqueous liquid waste from tempering,,,,,
2019,EAV-190501-U,Non-composted fraction of municipal waste,83.0,268.7,94.3,173.7,0.7
2019,EAV-190502-U,Non-composted fraction v. animal and plant waste,32.0,72.3,23.9,48.0,0.5
2019,EAV-190503-U,Out-of-spec compost,41.0,155.2,61.0,81.3,12.9
2019,EAV-19059900-U,Waste n.e.c. not differentiable,14.0,240.2,150.5,89.7,
2019,EAV-19059901-U,Compost (according to specifications),,,,,
2019,EAV-190603-U,Liquids from municipal waste treatment,3.0,5.3,,5.3,
2019,EAV-190604-U,Fermentation residue/sludge from container v.municipal waste,42.0,174.7,34.0,140.6,
2019,EAV-190605-U,liquids from container v. animal and plant waste,,,,,
2019,EAV-190606-U,Fermentation residue/sludge a. Storage of animal and plant waste,22.0,37.5,22.2,15.2,
2019,EAV-190699-U,Anaerobic treatment of waste: waste n.e.c.,3.0,73.9,45.0,28.9,
2019,EAV-190702-G,"Landfill leachate, the hazardous contains substances",37.0,242.1,156.1,85.9,
2019,EAV-190703-U,Landfill leachate (without 190702),31.0,211.6,135.2,76.4,
2019,EAV-190801-U,Screening and rake residues,171.0,159.9,4.0,155.9,
2019,EAV-190802-U,sand trap residues,253.0,140.8,12.9,127.2,0.7
2019,EAV-190805-U,Sludge from the treatment of v. municipal waste water,270.0,7393.2,2856.7,4420.8,115.8
2019,EAV-190806-G,Saturated or spent ion exchange resins,23.0,0.4,0.0,0.4,0.0
2019,EAV-190807-G,Solutions and sludges from regeneration of ion exchange.,,,,,
2019,EAV-190808-G,Waste containing heavy metals from membrane systems,5.0,2.5,0.0,2.5,0.0
2019,EAV-190809-U,Fat and oil mixtures from oil separators (edible oils),45.0,48.2,1.9,46.2,
2019,EAV-190810-G,Grease and oil mixtures from oil separators (oh.190809),7.0,0.5,,0.5,
2019,EAV-190811-G,Sludge from biological treatment of industrial wastewater,26.0,408.9,356.5,52.4,
2019,EAV-190812-U,Sludge a. biol.beh.v.industr.wastewater (oh.190811),76.0,373.7,20.4,353.3,
2019,EAV-190813-G,Sludge with dangerous Substances from industrial waste water,105.0,182.0,68.9,109.0,4.1
2019,EAV-190814-U,Sludge from industrial wastewater (excluding 190813),152.0,199.3,87.3,111.8,0.2
2019,EAV-190899-U,Wastewater treatment plants: wastes n.e.c.,19.0,12.3,0.1,12.2,
2019,EAV-190901-U,Solid waste from primary filtration and screening residue,61.0,17.4,0.8,16.6,
2019,EAV-190902-U,Sludge from water purification,136.0,198.0,136.1,61.9,
2019,EAV-190903-U,Sludge from decarbonatization,25.0,32.7,6.3,26.4,
2019,EAV-190904-U,Used activated carbon,55.0,9.6,0.0,7.1,2.5
2019,EAV-190905-U,Saturated or used ion exchange resins,55.0,1.5,0.1,1.4,
2019,EAV-190906-U,Solutions and sludges from regeneration of ion exchange.,6.0,7.4,4.1,3.3,
2019,EAV-190999-U,Industrial water: waste n.e.c.,6.0,0.2,,0.2,
2019,EAV-191001-U,Iron and steel waste,40.0,159.2,8.5,144.9,5.8
2019,EAV-191002-U,Non-ferrous metal waste,50.0,98.3,0.0,62.5,35.8
2019,EAV-191003-G,Shredder light fractions and dust,18.0,40.7,24.4,8.6,7.8
2019,EAV-191004-U,Shredder light fractions and dust (without 191003),31.0,159.7,,159.7,
2019,EAV-191005-G,Other factions that are dangerous. contain substances,6.0,3.8,,3.2,0.6
2019,EAV-191006-U,Other factions (excluding 191005),21.0,295.6,49.9,185.4,60.4
2019,EAV-191101-G,Used oil treatment: used filter clay,6.0,2.5,,2.5,
2019,EAV-191102-G,Waste oil processing: acid tars,,,,,
2019,EAV-191103-G,Waste oil processing: Aqueous liquid waste,3.0,1.4,,1.4,
2019,EAV-191104-G,Waste oil treatment: Abf.a.d. Fuel cleaning with bases,,,,,
2019,EAV-191105-G,Waste oil treatment: sludge (company wastewater tank),5.0,0.1,0.0,0.1,
2019,EAV-191106-U,Sludge from operational. Wastewater treatment (oh.191105),9.0,2.4,,2.4,
2019,EAV-191107-G,Waste oil treatment: Waste from exhaust gas cleaning,,,,,
2019,EAV-19119900-U,Waste n.e.c,,,,,
2019,EAV-19119950-U,"Base oil (starting material for lubricant), (SK)",,,,,
2019,EAV-19119951-U,"Lubricant, (SS)",,,,,
2019,EAV-19119952-U,Middle distillate component,,,,,
2019,EAV-19119953-U,"Light heating oil (including diesel), (HL)",,,,,
2019,EAV-19119954-U,Fuel oil heavy component,,,,,
2019,EAV-19119955-U,"Heating oil, heavy, (HS)",,,,,
2019,EAV-19120100-U,"Mechanical waste treatment: paper, cardboard not different.",77.0,231.0,2.6,219.8,8.6
2019,EAV-19120101-U,Mechanical waste treatment: Lower grades (Group I),3.0,12.0,,12.0,
2019,EAV-19120102-U,Mechanical waste treatment: Medium grades (Group II),,,,,
2019,EAV-19120103-U,Mechanical Waste Treatment: Better Varieties (Group III),,,,,
2019,EAV-19120104-U,Mechanical waste treatment: Powerful varieties (Gr.IV),,,,,
2019,EAV-19120105-U,Mechanical waste treatment: special types (Group V),,,,,
2019,EAV-191202-U,Mechanical waste treatment: ferrous metals,194.0,1412.0,17.3,1303.6,91.2
2019,EAV-191203-U,Mechanical waste treatment: non-ferrous metals,152.0,712.1,1.2,500.5,210.4
2019,EAV-191204-U,Mechanical waste treatment: plastic and rubber,297.0,1535.0,34.3,1229.7,271.0
2019,EAV-19120500-U,Mechanical waste treatment: Glass cannot be differentiated,48.0,200.9,0.6,173.2,27.0
2019,EAV-19120501-U,Mechanical waste treatment: white glass,,,,,
2019,EAV-19120502-U,Mechanical waste treatment: amber glass,,,,,
2019,EAV-19120503-U,Mechanical waste treatment: green glass,,,,,
2019,EAV-19120504-U,Mechanical waste treatment: stained glass,,,,,
2019,EAV-19120505-U,Mechanical waste treatment: mixed glass,,,,,
2019,EAV-191206-G,Mechanical waste treatment: wood with hazardous fabrics,76.0,1243.3,75.6,916.2,251.5
2019,EAV-191207-U,wood (without 191206),257.0,4790.6,317.6,4017.0,455.9
2019,EAV-191208-U,Mechanical waste treatment: textiles,32.0,70.0,0.2,47.6,22.3
2019,EAV-19120900-U,"Mechanical waste treatment: minerals (sand, stones)",243.0,2595.2,167.6,2411.5,16.1
2019,EAV-19120901-U,Products for use in road and Road construction,,,,,
2019,EAV-19120902-U,Products for use in other earthworks,10.0,115.3,10.4,104.9,
2019,EAV-19120903-U,products f.d. Use in concrete mixing plants,,,,,
2019,EAV-19120904-U,Products for use in asphalt mixing plants,349.0,10635.2,,10635.2,
2019,EAV-19120905-U,Products for other uses,,,,,
2019,EAV-19120906-U,Hot mix for road and path construction,,,,,
2019,EAV-191210-U,Combustible waste (fuels from waste),208.0,6317.7,73.2,5746.2,498.3
2019,EAV-191211-G,Other waste (including mixed materials),116.0,1330.0,4.1,1242.9,83.1
2019,EAV-191212-U,Other waste (without 191211),524.0,9650.3,336.8,8957.5,356.0
2019,EAV-191301-G,Solid waste from soil remediation,32.0,195.5,,190.9,4.6
2019,EAV-191302-U,Solid waste from soil remediation (oh.191301),53.0,366.8,8.0,358.3,0.5
2019,EAV-191303-G,Sludges from soil remediation,12.0,55.7,0.0,55.5,0.1
2019,EAV-191304-U,Sludge from soil remediation (oh.191303),6.0,1.9,,1.9,
2019,EAV-191305-G,Sludge from groundwater remediation,19.0,0.8,0.0,0.8,
2019,EAV-191306-U,Sludge from groundwater remediation (oh.191305),18.0,1.8,,1.8,
2019,EAV-191307-G,Aqueous wastewater and concentrates from groundwater remediation.,12.0,0.2,0.0,0.2,
2019,EAV-191308-U,Aqueous waste and conc. a.Groundwater sanitation. (oh.191307),4.0,0.6,0.3,0.3,
2019,EAV-200101-U,Paper and cardboard,495.0,3858.8,29.3,3803.7,25.8
2019,EAV-200102-U,Glas,91.0,294.9,0.0,233.2,61.7
2019,EAV-200108-U,Biodegradable kitchen and canteen waste,188.0,1182.1,66.3,1109.8,6.0
2019,EAV-200110-U,clothing,34.0,108.2,,104.0,4.2
2019,EAV-200111-U,textiles,87.0,111.6,0.0,108.2,3.4
2019,EAV-200113-G,solvent,30.0,6.4,0.1,5.3,1.0
2019,EAV-200114-G,acids,33.0,2.2,0.0,1.0,1.2
2019,EAV-200115-G,Lye,32.0,1.3,0.0,0.7,0.5
2019,EAV-200117-G,Photochemical,23.0,0.2,0.0,0.2,0.0
2019,EAV-200119-G,pesticides,29.0,1.9,0.0,1.2,0.7
2019,EAV-200121-G,Fluorescent tubes and other waste containing mercury,80.0,11.0,0.0,9.5,1.5
2019,EAV-200123-G,Used equipment with chlorofluorocarbons,74.0,162.2,3.1,143.2,15.9
2019,EAV-200125-U,edible oils and fats,40.0,191.1,1.1,59.0,131.1
2019,EAV-200126-G,Oils and fats (excluding 200125),19.0,0.4,0.0,0.4,0.0
2019,EAV-200127-G,"Paints, printing inks, adhesives and synthetic resins",44.0,13.0,0.3,9.8,2.9
2019,EAV-200128-U,"Paints, printing inks, adhesives, synthetic resins (oh.200127)",54.0,14.4,,14.4,
2019,EAV-200129-G,Detergents containing dangerous substances,23.0,0.9,0.0,0.7,0.1
2019,EAV-200130-U,Cleaning agent (without 200129),9.0,0.1,,0.1,
2019,EAV-200131-G,Cytotoxic and cytostatic drugs,4.0,0.2,,0.0,0.2
2019,EAV-200132-U,Medicines (excluding 200131),66.0,8.0,,7.5,0.4
2019,EAV-200133-G,Batteries and accumulators (160601-160603),44.0,16.7,,16.4,0.2
2019,EAV-200134-U,Batteries and accumulators (excluding 200133),16.0,2.0,,1.1,0.9
2019,EAV-200135-G,"Used electrical equipment (oh.200121,200123)",183.0,486.9,1.6,475.4,9.9
2019,EAV-200136-U,"Used electrical devices (oh.200121,200123,200135)",155.0,129.4,10.4,118.6,0.3
2019,EAV-200137-G,Wood containing dangerous substances,49.0,46.1,0.0,41.7,4.4
2019,EAV-200138-U,wood (without 200137),222.0,710.8,1.7,707.4,1.7
2019,EAV-200139-U,Plastics,254.0,128.1,0.0,97.4,30.7
2019,EAV-200140-U,metals,132.0,314.0,0.0,310.3,3.7
2019,EAV-200141-U,Waste from cleaning chimneys,,,,,
2019,EAV-200199-U,Other fractions n.e.c.,,,,,
2019,EAV-20019900-U,Other fractions n.e.c. not differentiable,8.0,1.8,0.0,1.8,
2019,EAV-20019901-U,Mixed recyclables without lightweight packaging,22.0,118.3,4.2,90.3,23.8
2019,EAV-200201-U,Biodegradable waste,1167.0,5696.3,99.5,5591.1,5.7
2019,EAV-200202-U,Soil and stones,73.0,106.6,0.1,106.5,
2019,EAV-200203-U,Other non-biodegradable waste,57.0,10.7,0.0,10.7,
2019,EAV-20030100-U,Mixed municipal waste cannot be differentiated,265.0,5693.9,30.9,5322.6,340.5
2019,EAV-20030101-U,"Household waste, commercial waste similar to household waste",103.0,9532.5,,9526.4,6.0
2019,EAV-20030102-U,Commercial waste similar to domestic waste,272.0,2174.3,5.3,2131.6,37.4
2019,EAV-20030104-U,Waste from the bio bin,293.0,4676.4,67.8,4606.2,2.4
2019,EAV-200302-U,Market waste,90.0,96.1,,96.1,
2019,EAV-200303-U,street sweepings,264.0,573.7,3.3,569.5,0.9
2019,EAV-200304-U,Faecal sludge,4.0,3.6,,3.6,
2019,EAV-200306-U,Waste from sewer cleaning,126.0,82.3,0.2,82.1,
2019,EAV-200307-U,bulky waste,516.0,2790.4,7.3,2759.9,23.2
2019,EAV-200399-U,Municipal waste n.e.c.,36.0,35.5,0.0,35.5,
2019,EAV-990000-G,Total hazardous waste,2881.0,27415.4,2558.9,22555.4,2301.1
2020,EAV-010101-U,Waste from mining v. metal-containing mineral resources,,,,,
2020,EAV-010102-U,Waste from mining v. non-metal Mineral resources,10.0,16825.0,16821.9,3.1,
2020,EAV-010304-G,Acid-forming processing residues a. sul. ore,,,,,
2020,EAV-010305-G,Other processing residues containing hazardous substances,,,,,
2020,EAV-010306-U,Processing residues (without 010304 and 010305),7.0,3.1,,3.1,
2020,EAV-010307-G,Waste from processing metal-bearing mineral resources,,,,,
2020,EAV-010308-U,Dusty and powdery waste (without 010307),3.0,0.1,,0.1,
2020,EAV-010309-U,Alumina Red Mud Manufacturing(oh.010310),,,,,
